Date,Open,predict
2019-09-18 09:30:00,106000.0,
2019-09-18 10:00:00,103500.0,
2019-09-18 10:30:00,102500.0,
2019-09-18 11:00:00,103000.0,
2019-09-18 11:30:00,104000.0,
2019-09-18 12:00:00,103500.0,
2019-09-18 12:30:00,104500.0,
2019-09-18 13:00:00,104500.0,
2019-09-18 13:30:00,105000.0,
2019-09-18 14:00:00,105500.0,
2019-09-18 14:30:00,105500.0,
2019-09-18 15:00:00,105000.0,
2019-09-18 15:30:00,104500.0,
2019-09-19 09:30:00,105000.0,
2019-09-19 10:00:00,107500.0,
2019-09-19 10:30:00,107000.0,
2019-09-19 11:00:00,106000.0,
2019-09-19 11:30:00,105500.0,
2019-09-19 12:00:00,106000.0,
2019-09-19 12:30:00,106000.0,
2019-09-19 13:00:00,106500.0,
2019-09-19 13:30:00,105500.0,
2019-09-19 14:00:00,105500.0,
2019-09-19 14:30:00,105000.0,
2019-09-19 15:00:00,105000.0,
2019-09-19 15:30:00,105000.0,
2019-09-20 09:30:00,105500.0,
2019-09-20 10:00:00,104500.0,
2019-09-20 10:30:00,104000.0,
2019-09-20 11:00:00,104500.0,
2019-09-20 11:30:00,104500.0,
2019-09-20 12:00:00,104500.0,
2019-09-20 12:30:00,104500.0,
2019-09-20 13:00:00,105000.0,
2019-09-20 13:30:00,105000.0,
2019-09-20 14:00:00,104500.0,
2019-09-20 14:30:00,105000.0,
2019-09-20 15:00:00,104500.0,
2019-09-20 15:30:00,104500.0,
2019-09-23 09:30:00,105000.0,
2019-09-23 10:00:00,106000.0,
2019-09-23 10:30:00,105500.0,
2019-09-23 11:00:00,105000.0,
2019-09-23 11:30:00,105500.0,
2019-09-23 12:00:00,105500.0,
2019-09-23 12:30:00,105500.0,
2019-09-23 13:00:00,105500.0,
2019-09-23 13:30:00,105500.0,
2019-09-23 14:00:00,105000.0,
2019-09-23 14:30:00,105500.0,
2019-09-23 15:00:00,105500.0,
2019-09-23 15:30:00,105000.0,
2019-09-24 09:30:00,106000.0,
2019-09-24 10:00:00,105500.0,
2019-09-24 10:30:00,105500.0,
2019-09-24 11:00:00,107500.0,
2019-09-24 11:30:00,108500.0,
2019-09-24 12:00:00,108500.0,
2019-09-24 12:30:00,108500.0,
2019-09-24 13:00:00,109000.0,
2019-09-24 13:30:00,109000.0,
2019-09-24 14:00:00,108500.0,
2019-09-24 14:30:00,111500.0,
2019-09-24 15:00:00,111000.0,
2019-09-24 15:30:00,112000.0,
2019-09-25 09:30:00,112000.0,
2019-09-25 10:00:00,112000.0,
2019-09-25 10:30:00,113000.0,
2019-09-25 11:00:00,114500.0,
2019-09-25 11:30:00,114500.0,
2019-09-25 12:00:00,113500.0,
2019-09-25 12:30:00,112000.0,
2019-09-25 13:00:00,112500.0,
2019-09-25 13:30:00,112500.0,
2019-09-25 14:00:00,111500.0,
2019-09-25 14:30:00,111500.0,
