Date,Open,predict
2019-09-18 09:30:00,43250.0,
2019-09-18 10:00:00,43350.0,
2019-09-18 10:30:00,43350.0,
2019-09-18 11:00:00,43250.0,
2019-09-18 11:30:00,43300.0,
2019-09-18 12:00:00,43100.0,
2019-09-18 12:30:00,43250.0,
2019-09-18 13:00:00,43350.0,
2019-09-18 13:30:00,43300.0,
2019-09-18 14:00:00,43300.0,
2019-09-18 14:30:00,43250.0,
2019-09-18 15:00:00,43250.0,
2019-09-18 15:30:00,43200.0,
2019-09-19 09:30:00,43350.0,
2019-09-19 10:00:00,43400.0,
2019-09-19 10:30:00,43300.0,
2019-09-19 11:00:00,43300.0,
2019-09-19 11:30:00,43250.0,
2019-09-19 12:00:00,43150.0,
2019-09-19 12:30:00,42950.0,
2019-09-19 13:00:00,42850.0,
2019-09-19 13:30:00,42800.0,
2019-09-19 14:00:00,42800.0,
2019-09-19 14:30:00,42700.0,
2019-09-19 15:00:00,42750.0,
2019-09-19 15:30:00,42700.0,
2019-09-20 09:30:00,43150.0,
2019-09-20 10:00:00,42800.0,
2019-09-20 10:30:00,43050.0,
2019-09-20 11:00:00,43050.0,
2019-09-20 11:30:00,43000.0,
2019-09-20 12:00:00,42950.0,
2019-09-20 12:30:00,43050.0,
2019-09-20 13:00:00,43100.0,
2019-09-20 13:30:00,43250.0,
2019-09-20 14:00:00,43350.0,
2019-09-20 14:30:00,43400.0,
2019-09-20 15:00:00,43500.0,
2019-09-20 15:30:00,43700.0,
2019-09-23 09:30:00,44150.0,
2019-09-23 10:00:00,43900.0,
2019-09-23 10:30:00,43450.0,
2019-09-23 11:00:00,43650.0,
2019-09-23 11:30:00,43550.0,
2019-09-23 12:00:00,43550.0,
2019-09-23 12:30:00,43500.0,
2019-09-23 13:00:00,43600.0,
2019-09-23 13:30:00,43600.0,
2019-09-23 14:00:00,43700.0,
2019-09-23 14:30:00,43550.0,
2019-09-23 15:00:00,43600.0,
2019-09-23 15:30:00,43600.0,
2019-09-24 09:30:00,44000.0,
2019-09-24 10:00:00,44200.0,
2019-09-24 10:30:00,43950.0,
2019-09-24 11:00:00,44000.0,
2019-09-24 11:30:00,43850.0,
2019-09-24 12:00:00,43850.0,
2019-09-24 12:30:00,43850.0,
2019-09-24 13:00:00,43700.0,
2019-09-24 13:30:00,43750.0,
2019-09-24 14:00:00,43700.0,
2019-09-24 14:30:00,43700.0,
2019-09-24 15:00:00,43800.0,
2019-09-24 15:30:00,43850.0,
2019-09-25 09:30:00,43200.0,
2019-09-25 10:00:00,43900.0,
2019-09-25 10:30:00,43950.0,
2019-09-25 11:00:00,43850.0,
2019-09-25 11:30:00,43850.0,
2019-09-25 12:00:00,44000.0,
2019-09-25 12:30:00,44100.0,
2019-09-25 13:00:00,43950.0,
2019-09-25 13:30:00,43950.0,
2019-09-25 14:00:00,43750.0,
2019-09-25 14:30:00,43650.0,
2019-09-25 15:00:00,43500.0,
2019-09-25 15:30:00,43450.0,
2019-09-26 09:30:00,43700.0,
2019-09-26 10:00:00,43800.0,
2019-09-26 10:30:00,43900.0,
2019-09-26 11:00:00,44000.0,
2019-09-26 11:30:00,43850.0,
2019-09-26 12:00:00,43900.0,
2019-09-26 12:30:00,43950.0,
2019-09-26 13:00:00,44000.0,
2019-09-26 13:30:00,43900.0,
2019-09-26 14:00:00,43800.0,
2019-09-26 14:30:00,43750.0,
2019-09-26 15:00:00,43750.0,
2019-09-26 15:30:00,43900.0,
2019-09-27 09:30:00,44100.0,
2019-09-27 10:00:00,43200.0,
2019-09-27 10:30:00,43150.0,
2019-09-27 11:00:00,42950.0,
2019-09-27 11:30:00,42550.0,
2019-09-27 12:00:00,42500.0,
2019-09-27 12:30:00,42250.0,
2019-09-27 13:00:00,42200.0,
2019-09-27 13:30:00,42250.0,
2019-09-27 14:00:00,42400.0,
2019-09-27 14:30:00,42250.0,
2019-09-27 15:00:00,42200.0,
2019-09-27 15:30:00,42400.0,
2019-09-30 09:30:00,42500.0,
2019-09-30 10:00:00,42400.0,
